"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BeijingX_e7:a2:86","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 0"
"2","0.249600","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0xad15c4d3"
"3","0.257924","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0xad15c4d3"
"4","0.265844","BeijingX_e7:a2:86","Broadcast","ARP","60","Who has 192.168.50.98? (ARP Probe)"
"5","0.608359","BeijingX_e7:a2:86","Broadcast","ARP","60","Who has 192.168.50.98? (ARP Probe)"
"6","0.609428","BeijingX_e7:a2:86","Broadcast","ARP","60","Who has 192.168.50.98? (ARP Probe)"
"7","1.109375","BeijingX_e7:a2:86","Broadcast","ARP","60","ARP Announcement for 192.168.50.98"
"8","1.110635","BeijingX_e7:a2:86","Broadcast","ARP","60","Who has 192.168.50.1? Tell 192.168.50.98"
"9","1.601246","BeijingX_e7:a2:86","Broadcast","ARP","60","ARP Announcement for 192.168.50.98"
"10","2.594351","BeijingX_e7:a2:86","Broadcast","ARP","60","ARP Announcement for 192.168.50.98"
"11","3.594494","BeijingX_e7:a2:86","Broadcast","ARP","60","ARP Announcement for 192.168.50.98"
