"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BeijingX_88:a1:ab","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 0"
"2","0.079771","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x1d4f32c6"
"3","0.098304","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0x1d4f32c6"
"4","0.108434","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.50.167? (ARP Probe)"
"5","0.538560","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.50.167? (ARP Probe)"
"6","1.046564","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.50.167? (ARP Probe)"
"7","1.054505","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.50.167"
"8","1.141483","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.50.1? Tell 192.168.50.167"
"9","2.033387","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.50.167"
"10","3.035556","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.50.167"
"11","4.042435","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.50.167"
