"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BeijingX_88:a1:ab","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"2","0.193287","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0xa8dc55ac"
"3","0.668555","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0xa8dc55ac"
"4","0.689843","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.31.180? (ARP Probe)"
"5","0.964200","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.31.180? (ARP Probe)"
"6","0.965132","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.31.180? (ARP Probe)"
"7","1.459543","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.31.180"
"8","1.732669","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.180"
"9","2.063414","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.31.180"
"10","2.959363","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.31.180"
"11","3.962074","BeijingX_88:a1:ab","Broadcast","ARP","60","ARP Announcement for 192.168.31.180"
"12","11.066242","BeijingX_88:a1:ab","Broadcast","ARP","60","Who has 192.168.31.242? Tell 192.168.31.180"
