"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x2147bbc8"
"2","0.049029","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0x2147bbc8"
"3","0.061842","BeijingX_b7:28:1c","Broadcast","ARP","60","Who has 192.168.101.6? (ARP Probe)"
"4","0.473892","BeijingX_b7:28:1c","Broadcast","ARP","60","Who has 192.168.101.6? (ARP Probe)"
"5","0.984798","BeijingX_b7:28:1c","Broadcast","ARP","60","Who has 192.168.101.6? (ARP Probe)"
"6","0.985933","BeijingX_b7:28:1c","Broadcast","ARP","60","ARP Announcement for 192.168.101.6"
"7","1.985309","BeijingX_b7:28:1c","Broadcast","ARP","60","ARP Announcement for 192.168.101.6"
"8","2.988763","BeijingX_b7:28:1c","Broadcast","ARP","60","ARP Announcement for 192.168.101.6"
"9","3.992664","BeijingX_b7:28:1c","Broadcast","ARP","60","ARP Announcement for 192.168.101.6"
"10","6.950992","BeijingX_b7:28:1c","Broadcast","ARP","60","Who has 192.168.101.4? Tell 192.168.101.6"
