"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BeijingX_82:d7:53","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"2","0.191798","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x8d454b5a"
"3","0.244051","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0x8d454b5a"
"4","2.055152","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0x8d454b5a"
"5","2.070402","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.31.192? (ARP Probe)"
"6","2.553687","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.31.192? (ARP Probe)"
"7","3.052295","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.31.192? (ARP Probe)"
"8","3.056068","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.31.192"
"9","3.058205","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.192"
"10","4.050946","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.31.192"
"11","5.053515","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.31.192"
"12","6.049935","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.31.192"
"13","6.844666","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.31.245? Tell 192.168.31.192"
"14","7.047520","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.31.245? Tell 192.168.31.192"
"15","8.050468","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.31.192"
