"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BeijingX_82:d7:53","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 0"
"2","0.490906","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x9a750f07"
"3","0.508488","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0x9a750f07"
"4","0.517923","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.50.26? (ARP Probe)"
"5","0.872996","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.50.26? (ARP Probe)"
"6","0.874069","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.50.26? (ARP Probe)"
"7","1.372789","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.50.26"
"8","1.379389","BeijingX_82:d7:53","Broadcast","ARP","60","Who has 192.168.50.1? Tell 192.168.50.26"
"9","1.873956","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.50.26"
"10","2.880782","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.50.26"
"11","3.872191","BeijingX_82:d7:53","Broadcast","ARP","60","ARP Announcement for 192.168.50.26"
