"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","IntelCor_9e:c0:b4","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"2","1.435560","IntelCor_9e:c0:b4","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"3","1.641577","fe80::f89e:eab:5279:8f46","ff02::1:2","DHCPv6","157","Solicit XID: 0xebba36 CID: 00010001273e8993006f00010027 "
"4","1.641624","0.0.0.0","255.255.255.255","DHCP","364","DHCP Request  - Transaction ID 0x1bcf8d6b"
"5","1.738429","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.153"
"6","1.759063","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.153"
"7","1.763830","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"8","1.764384","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"9","1.764407","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"10","1.768575","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"11","1.768606","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"12","1.861285","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"13","1.861285","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.31.153? (ARP Probe)"
"14","1.861285","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"15","1.861308","fe80::f89e:eab:5279:8f46","ff02::1:3","LLMNR","95","Standard query 0x18c9 ANY LAPTOP-CUHNN9OK"
"16","1.861308","192.168.31.153","224.0.0.252","LLMNR","75","Standard query 0x18c9 ANY LAPTOP-CUHNN9OK"
"17","1.861308","::","ff02::1:ff79:8f46","ICMPv6","78","Neighbor Solicitation for fe80::f89e:eab:5279:8f46"
"18","1.861653","fe80::f89e:eab:5279:8f46","ff02::2","ICMPv6","62","Router Solicitation"
"19","1.861685","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"20","2.040998","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.153"
"21","2.102599","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"22","2.102645","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"23","2.118059","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources"
"24","2.118059","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"25","2.118059","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"26","2.118114","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"27","2.118114","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"28","2.118114","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"29","2.118114","192.168.31.153","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"30","2.118114","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"31","2.118114","fe80::f89e:eab:5279:8f46","ff02::1:3","LLMNR","95","Standard query 0x5ce8 ANY LAPTOP-CUHNN9OK"
"32","2.118114","192.168.31.153","224.0.0.252","LLMNR","75","Standard query 0x5ce8 ANY LAPTOP-CUHNN9OK"
"33","2.118599","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251"
"34","2.119118","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"35","2.137406","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"36","2.137406","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"37","2.137406","192.168.31.153","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"38","2.137458","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"39","2.137458","192.168.31.153","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"40","2.137458","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"41","2.137458","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.31.153"
"42","2.137458","192.168.31.153","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.31.153"
