"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","0.0.0.0","255.255.255.255","DHCP","364","DHCP Request  - Transaction ID 0x2d59f9b2"
"2","0.023709","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"3","0.025825","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"4","0.026050","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"5","0.030298","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"6","0.035264","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"7","0.036485","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"8","0.037649","fe80::f89e:eab:5279:8f46","ff02::1:2","DHCPv6","157","Solicit XID: 0xb7248d CID: 00010001273e8993006f00010027 "
"9","0.341783","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.101.22? (ARP Probe)"
"10","0.341806","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"11","0.347490","::","ff02::1:ff79:8f46","ICMPv6","78","Neighbor Solicitation for fe80::f89e:eab:5279:8f46"
"12","0.347558","fe80::f89e:eab:5279:8f46","ff02::2","ICMPv6","62","Router Solicitation"
"13","0.347715","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"14","0.492933","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"15","0.497540","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"16","0.498806","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"17","0.499024","192.168.101.22","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"18","0.499287","192.168.101.22","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"19","0.499453","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"20","0.499990","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"21","0.500103","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251"
"22","0.520495","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"23","0.520495","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"24","0.646835","192.168.101.22","224.0.0.251","MDNS","95","Standard query 0x0000 ANY LAPTOP-CUHNN9OK._display._tcp.local, ""QM"" question"
"25","0.646989","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","115","Standard query 0x0000 ANY LAPTOP-CUHNN9OK._display._tcp.local, ""QM"" question"
"26","0.649185","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"27","0.649209","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources"
"28","0.668611","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"29","0.668681","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251"
"30","0.668832","fe80::f89e:eab:5279:8f46","ff02::c","UDP","718","57186  >  3702 Len=656"
"31","0.673402","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"32","0.673402","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"33","0.675755","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"34","0.675755","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"35","0.675913","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 239.255.255.250"
"36","0.676144","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 239.255.255.250 for any sources"
"37","0.842040","192.168.101.22","224.0.0.22","IGMPv3","70","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources / Join group 239.255.255.250 for any sources"
"38","0.842317","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","150","Multicast Listener Report Message v2"
"39","0.842582","192.168.101.22","239.255.255.250","UDP","698","57185  >  3702 Len=656"
"40","0.910039","192.168.101.22","224.0.0.251","MDNS","95","Standard query 0x0000 ANY LAPTOP-CUHNN9OK._display._tcp.local, ""QM"" question"
"41","0.910064","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","115","Standard query 0x0000 ANY LAPTOP-CUHNN9OK._display._tcp.local, ""QM"" question"
"42","1.032225","fe80::f89e:eab:5279:8f46","ff02::1:2","DHCPv6","157","Solicit XID: 0xb7248d CID: 00010001273e8993006f00010027 "
"43","1.179299","192.168.101.22","224.0.0.251","MDNS","95","Standard query 0x0000 ANY LAPTOP-CUHNN9OK._display._tcp.local, ""QM"" question"
"44","1.179627","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","115","Standard query 0x0000 ANY LAPTOP-CUHNN9OK._display._tcp.local, ""QM"" question"
"45","1.341668","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.101.22? (ARP Probe)"
"46","1.341756","fe80::f89e:eab:5279:8f46","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::f89e:eab:5279:8f46 (ovr) is at ac:67:5d:9e:c0:b4"
"47","1.349831","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"48","1.349831","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251"
"49","1.361920","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"50","1.362038","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"51","1.362038","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.251 for any sources"
"52","1.438365","192.168.101.22","224.0.0.251","MDNS","327","Standard query response 0x0000 PTR LAPTOP-CUHNN9OK._display._tcp.local SRV 0 0 7250 LAPTOP-CUHNN9OK.local TXT A 192.168.101.22 AAAA fe80::f89e:eab:5279:8f46"
"53","1.442160","192.168.101.22","224.0.0.251","MDNS","259","Standard query response 0x0000 SRV 0 0 7250 LAPTOP-CUHNN9OK.local TXT A 192.168.101.22 AAAA fe80::f89e:eab:5279:8f46"
"54","1.442196","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","347","Standard query response 0x0000 PTR LAPTOP-CUHNN9OK._display._tcp.local SRV 0 0 7250 LAPTOP-CUHNN9OK.local TXT A 192.168.101.22 AAAA fe80::f89e:eab:5279:8f46"
"55","1.442196","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","279","Standard query response 0x0000 SRV 0 0 7250 LAPTOP-CUHNN9OK.local TXT A 192.168.101.22 AAAA fe80::f89e:eab:5279:8f46"
"56","1.497869","192.168.101.22","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"57","1.498154","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"58","1.502092","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"59","1.502844","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"60","1.503044","192.168.101.22","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"61","1.503172","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"62","1.503172","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"63","1.503230","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Join group 224.0.0.252 for any sources"
"64","1.503402","192.168.101.22","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"65","1.503514","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"66","1.503676","192.168.101.22","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"67","1.503826","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"68","1.622954","fe80::f89e:eab:5279:8f46","ff02::c","UDP","718","57186  >  3702 Len=656"
"69","1.841186","192.168.101.22","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources"
"70","1.841481","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"71","1.954178","192.168.101.22","239.255.255.250","UDP","698","57185  >  3702 Len=656"
"72","2.347904","IntelCor_9e:c0:b4","Broadcast","ARP","60","Who has 192.168.101.22? (ARP Probe)"
"73","3.045293","fe80::f89e:eab:5279:8f46","ff02::1:2","DHCPv6","157","Solicit XID: 0xb7248d CID: 00010001273e8993006f00010027 "
"74","3.336413","IntelCor_9e:c0:b4","Broadcast","ARP","60","ARP Announcement for 192.168.101.22"
"75","3.341522","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"76","3.341522","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"77","3.345607","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"78","3.345766","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251"
"79","3.365150","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"80","3.365218","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"81","3.365356","192.168.101.22","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources"
"82","3.366496","192.168.101.22","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"83","3.366979","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"84","3.367765","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"85","3.369071","192.168.101.22","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"86","3.571039","fe80::f89e:eab:5279:8f46","ff02::c","UDP","718","57186  >  3702 Len=656"
"87","3.793584","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"88","3.798682","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.252"
"89","3.799304","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"90","3.799449","192.168.101.22","192.168.101.255","NBNS","110","Registration NB LAPTOP-CUHNN9OK<20>"
"91","3.799702","192.168.101.22","224.0.0.22","IGMPv3","60","Membership Report / Leave group 224.0.0.251"
"92","3.799884","192.168.101.22","192.168.101.255","NBNS","110","Registration NB LAPTOP-CUHNN9OK<00>"
"93","3.807941","192.168.101.22","192.168.101.255","NBNS","110","Registration NB WORKGROUP<00>"
"94","3.822765","192.168.101.22","224.0.0.251","MDNS","81","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"95","3.822786","fe80::f89e:eab:5279:8f46","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"96","3.822786","192.168.101.22","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources"
"97","3.822915","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","101","Standard query 0x0000 ANY LAPTOP-CUHNN9OK.local, ""QM"" question"
"98","3.822997","fe80::f89e:eab:5279:8f46","ff02::fb","MDNS","139","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"99","3.823030","192.168.101.22","224.0.0.251","MDNS","119","Standard query response 0x0000 AAAA fe80::f89e:eab:5279:8f46 A 192.168.101.22"
"100","3.842094","192.168.101.22","224.0.0.22","IGMPv3","62","Membership Report / Join group 224.0.0.252 for any sources / Join group 224.0.0.251 for any sources"
