"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","da:1f:21:db:94:60","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"2","0.273017","::","ff02::1:ffdb:9460","ICMPv6","78","Neighbor Solicitation for fe80::d81f:21ff:fedb:9460"
"3","0.276099","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"4","0.358952","fe80::d81f:21ff:fedb:9460","::","ICMPv6","86","Neighbor Advertisement fe80::d81f:21ff:fedb:9460 (sol, ovr) is at da:1f:21:db:94:60"
"5","0.366372","0.0.0.0","255.255.255.255","DHCP","340","DHCP Discover - Transaction ID 0xc21419bb"
"6","0.386194","0.0.0.0","255.255.255.255","DHCP","352","DHCP Request  - Transaction ID 0xc21419bb"
"7","0.590243","da:1f:21:db:94:60","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.245"
"8","0.647397","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"9","1.080171","fe80::d81f:21ff:fedb:9460","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"10","1.081548","fe80::d81f:21ff:fedb:9460","ff02::2","ICMPv6","70","Router Solicitation from da:1f:21:db:94:60"
"11","1.276514","fe80::d81f:21ff:fedb:9460","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"12","5.487544","fe80::d81f:21ff:fedb:9460","ff02::2","ICMPv6","70","Router Solicitation from da:1f:21:db:94:60"
