"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","da:1f:21:db:94:60","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 1"
"2","0.288644","::","ff02::1:ffdb:9460","ICMPv6","78","Neighbor Solicitation for fe80::d81f:21ff:fedb:9460"
"3","0.291810","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"4","0.365687","0.0.0.0","255.255.255.255","DHCP","340","DHCP Discover - Transaction ID 0x2e54a816"
"5","0.372097","::","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"6","0.390981","0.0.0.0","255.255.255.255","DHCP","352","DHCP Request  - Transaction ID 0x2e54a816"
"7","0.410391","fe80::d81f:21ff:fedb:9460","::","ICMPv6","86","Neighbor Advertisement fe80::d81f:21ff:fedb:9460 (sol, ovr) is at da:1f:21:db:94:60"
"8","0.690458","da:1f:21:db:94:60","Broadcast","ARP","60","Who has 192.168.31.1? Tell 192.168.31.245"
"9","1.031909","fe80::d81f:21ff:fedb:9460","ff02::2","ICMPv6","70","Router Solicitation from da:1f:21:db:94:60"
"10","1.031943","fe80::d81f:21ff:fedb:9460","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"11","1.291380","fe80::d81f:21ff:fedb:9460","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
