"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0xab3d65bf"
"2","0.017479","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0xab3d65bf"
"3","0.038565","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.101.18? (ARP Probe)"
"4","0.511830","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.101.18? (ARP Probe)"
"5","0.921230","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.101.18? (ARP Probe)"
"6","1.024039","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.101.18"
"7","1.945025","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.101.18"
"8","2.901648","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.101.18"
"9","3.904875","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.101.18"
"10","5.951504","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.101.4? Tell 192.168.101.18"
