"No.","Time","Source","Destination","Protocol","Length","Info"
"1","0.000000","BeijingX_57:93:46","Broadcast","XID","60","Basic Format; Type 1 LLC (Class I LLC); Window Size 0"
"2","0.214441","0.0.0.0","255.255.255.255","DHCP","350","DHCP Discover - Transaction ID 0x29cd2af8"
"3","0.379733","0.0.0.0","255.255.255.255","DHCP","350","DHCP Request  - Transaction ID 0x29cd2af8"
"4","0.573357","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.50.99? (ARP Probe)"
"5","0.573357","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.50.99? (ARP Probe)"
"6","0.715397","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.50.99? (ARP Probe)"
"7","1.093834","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.50.99"
"8","1.093858","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.50.1? Tell 192.168.50.99"
"9","1.716231","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.50.99"
"10","2.726146","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.50.99"
"11","3.754848","BeijingX_57:93:46","Broadcast","ARP","60","ARP Announcement for 192.168.50.99"
"12","7.328284","BeijingX_57:93:46","Broadcast","ARP","60","Who has 192.168.50.90? Tell 192.168.50.99"
